date,open,high,low,close,volume
2014-06-04,62.45,63.59,62.07,63.34,36514000.0
2014-06-05,63.66,64.36,62.82,63.18600000000001,47352000.0
2014-06-06,63.37,63.48,62.15,62.5,42386300.0
2014-06-09,62.4,63.34,61.79,62.88,37573600.0
2014-06-10,63.53,65.82,63.5,65.77,69206900.0
2014-06-11,65.32,65.8,64.9,65.781,44158300.0
2014-06-12,65.85,66.47,64.06,64.2901,55642800.0
2014-06-13,64.7,64.97,63.83,64.5,29383800.0
2014-06-16,64.16,64.88,63.75,64.19,30856800.0
2014-06-17,64.1,64.88,63.93,64.4,27636500.0
2014-06-18,64.49,65.75,64.05,65.6,35493200.0
2014-06-19,65.46,65.5756,64.21,64.3415,34133800.0
2014-06-20,64.46,64.81,63.35,64.5,46407900.0
2014-06-23,64.32,65.66,64.22,65.37,34434000.0
2014-06-24,65.36,67.17,65.27,65.72,57284100.0
2014-06-25,65.58,67.48,65.57,67.44,44245500.0
2014-06-26,68.0,68.0,66.9,67.13,47646700.0
2014-06-27,67.31,67.7,66.84,67.6,46444300.0
2014-06-30,67.46,67.92,67.13,67.29,27102800.0
2014-07-01,67.58,68.44,67.39,68.06,33166100.0
2014-07-02,68.04,68.3,65.79,66.45,41805900.0
2014-07-03,66.855,67.0,65.76,66.29,25203200.0
2014-07-07,66.3,66.57,65.12,65.29,28707100.0
2014-07-08,65.06,65.56,62.21,62.76,68855600.0
2014-07-09,63.41,65.12,63.15,64.97,51378000.0
2014-07-10,63.31,65.34,63.05,64.8725,44388200.0
2014-07-11,65.28,66.59,64.79,66.34,39167800.0
2014-07-14,67.13,68.17,66.9,67.9,38468000.0
2014-07-15,67.96,68.0899,66.26,67.165,44213200.0
2014-07-16,67.54,67.94,67.07,67.66,29541600.0
2014-07-17,67.03,67.85,66.04,66.4099,38024200.0
2014-07-18,66.8,68.46,66.16,68.4199,42262200.0
2014-07-21,68.81,69.96,68.5,69.4,49431600.0
2014-07-22,69.76,69.77,68.61,69.27,40301800.0
2014-07-23,69.74,71.33,69.61,71.29,77435900.0
2014-07-24,75.96,76.74,74.51,74.98,124006900.0
2014-07-25,74.99,75.67,74.66199999999999,75.19,45823100.0
2014-07-28,75.17,75.5,73.85,74.92,41640000.0
2014-07-29,74.72,74.92,73.4229,73.71,41126900.0
2014-07-30,74.21,75.19,74.13,74.67699999999999,36823000.0
2014-07-31,74.0,74.165,72.44,72.65,43909200.0
2014-08-01,72.22,73.22,71.55,72.36,43456400.0
2014-08-04,72.36,73.88,72.36,73.51,30656900.0
2014-08-05,73.2,73.59,72.18,72.69,34820400.0
2014-08-06,72.02,73.72,71.79,72.47,30940200.0
2014-08-07,73.0,74.0,72.7,73.17,38093400.0
2014-08-08,73.4,73.43,72.56,73.06,27155700.0
2014-08-11,73.46,73.91,73.06,73.44,24544100.0
2014-08-12,73.09,73.3301,72.22,72.83,27374400.0
2014-08-13,73.12,74.25,73.05,73.77,29198500.0
2014-08-14,73.97,74.38,73.69,74.296,22182800.0
2014-08-15,74.32,74.65,73.0,73.63,38846600.0
2014-08-18,74.0,74.72,73.96,74.59,23913200.0
2014-08-19,74.81,75.58,74.77,75.29,26618600.0
2014-08-20,74.97,75.18,74.62,74.81,22878000.0
2014-08-21,74.92,75.19,74.4149,74.57,20075900.0
2014-08-22,74.34,74.73,73.57,74.57,20874600.0
2014-08-25,74.94,75.28,74.79,75.02,19691100.0
2014-08-26,75.0,75.99,74.73,75.9601,23886100.0
2014-08-27,75.27,75.49,74.46,74.63,36238700.0
2014-08-28,74.0,74.43,73.73,73.855,21922800.0
2014-08-29,74.3,74.82,74.01,74.82,26224300.0
2014-09-02,75.01,76.7,74.82,76.68,34785800.0
2014-09-03,77.14,77.48,75.6,75.83,32330200.0
2014-09-04,75.89,76.93,75.53,75.95,26625500.0
2014-09-05,76.1,77.38,75.598,77.26,29407300.0
2014-09-08,77.26,78.17,77.01,77.89,28149300.0
2014-09-09,77.59,78.17,76.2,76.67,28769300.0
2014-09-10,76.52,77.95,76.51,77.43,29864000.0
2014-09-11,77.13,78.36,77.05,77.92,32219000.0
2014-09-12,78.02,78.3,77.1,77.48,26676800.0
2014-09-15,77.15,77.25,73.43,74.58,49576900.0
2014-09-16,73.52,76.23,73.07,76.08,37672600.0
2014-09-17,75.96,77.25,75.57,76.43,28647200.0
2014-09-18,76.77,77.33,76.52,77.0,22983300.0
2014-09-19,77.4,78.3,76.44,77.91,76638600.0
2014-09-22,77.0,77.53,75.95,76.8,31917700.0
2014-09-23,76.33,78.63,76.04,78.29,36721000.0
2014-09-24,78.1,78.62,77.51,78.535,30596541.0
2014-09-25,78.6,78.94,77.13,77.22,37354970.0
2014-09-26,77.59,78.8416,77.33,78.79,28872012.0
2014-09-29,78.12,79.199,77.91,79.0,34030635.0
2014-09-30,79.35,79.7067,78.6,79.04,35899444.0
2014-10-01,78.78,78.82,75.9,76.55,55090157.0
2014-10-02,76.57,77.48,75.64,77.08,36487612.0
2014-10-03,77.76,78.06,77.26,77.44,23340173.0
2014-10-06,77.19,77.89,76.85,77.555,25729191.0
2014-10-07,77.05,77.95,76.24,76.29,25317488.0
2014-10-08,76.18,77.71,75.1,77.52,32975514.0
2014-10-09,77.28,77.7601,75.85,75.91,32487174.0
2014-10-10,75.59,76.5,72.76,72.91,52146162.0
2014-10-13,73.23,74.78,72.52,72.99,43937638.0
2014-10-14,74.0,74.18,72.05,73.59,50299288.0
2014-10-15,71.69,73.8,70.32,73.21,61528317.0
2014-10-16,70.79,73.35,70.58,72.63,53529459.0
2014-10-17,74.23,76.0,73.75,75.95,76341638.0
2014-10-20,75.6,77.09,75.38,76.95,34701260.0
2014-10-21,77.56,78.74,77.15,78.69,32252403.0
2014-10-22,78.815,79.85,78.01,78.37,41862393.0
2014-10-23,79.38,80.63,79.01,80.04,35055800.0
2014-10-24,80.2,80.8183,79.32,80.67,32247520.0
2014-10-27,80.74,80.8,79.76,80.28,30168921.0
2014-10-28,80.18,81.16,79.57,80.77,74211768.0
2014-10-29,75.45,76.88,74.78,75.86,106119520.0
2014-10-30,75.05,75.35,72.9,74.11,83269554.0
2014-10-31,74.93,75.7,74.45,74.99,44544325.0
2014-11-03,75.47,75.52,73.7,73.88,40727330.0
2014-11-04,74.23,75.77,73.65,75.76,39326471.0
2014-11-05,76.51,76.8,74.42,74.83,35912588.0
2014-11-06,74.89,75.6,74.31,75.26,21383194.0
2014-11-07,75.39,75.855,75.02,75.6,20774381.0
2014-11-10,75.36,75.4799,74.61,75.0,21575126.0
2014-11-11,74.95,74.98,74.03,74.61,18735123.0
2014-11-12,74.28,75.14,73.54,74.72,26536609.0
2014-11-13,74.74,75.24,73.64,74.25,26448451.0
2014-11-14,74.27,74.93,74.04,74.88,19476878.0
2014-11-17,74.88,75.655,73.88,74.24,28701191.0
2014-11-18,74.45,74.8,73.9,74.34,20696643.0
2014-11-19,74.01,74.54,73.11,73.33,25441163.0
2014-11-20,72.8,73.99,72.51,73.6,19154862.0
2014-11-21,74.5,74.5,73.5,73.75,23060382.0
2014-11-24,73.54,74.35,73.35,74.01,22103831.0
2014-11-25,74.21,75.74,74.13,75.63,32250205.0
2014-11-26,75.53,77.78,75.51,77.62,32721585.0
2014-11-28,77.67,78.27,77.23,77.7,15992035.0
2014-12-01,77.26,77.31,74.8,75.1,31789866.0
2014-12-02,75.33,75.91,75.04,75.46,16773884.0
2014-12-03,75.38,75.73,74.4,74.88,16689857.0
2014-12-04,74.83,75.55,74.66,75.24,14390520.0
2014-12-05,75.8,76.76,75.36,76.36,24306446.0
2014-12-08,76.18,77.25,75.4,76.52,25733853.0
2014-12-09,75.2,76.93,74.78,76.84,25358584.0
2014-12-10,76.65,77.55,76.07,76.18,32210532.0
2014-12-11,76.52,78.52,76.48,77.73,33492661.0
2014-12-12,77.16,78.88,77.02,77.83,28091617.0
2014-12-15,78.46,78.58,76.56,76.99,29396532.0
2014-12-16,76.19,77.39,74.59,74.69,31554593.0
2014-12-17,75.01,76.41,74.9,76.11,29203904.0
2014-12-18,76.89,78.4,76.51,78.4,34222081.0
2014-12-19,78.75,80.0,78.33,79.88,43334992.0
2014-12-22,80.08,81.89,80.0,81.45,31395770.0
2014-12-23,82.02,82.17,80.4,80.61,19865820.0
2014-12-24,81.03,81.43,80.75,80.77,7685481.0
2014-12-26,81.02,81.28,80.51,80.775,10647388.0
2014-12-29,80.49,80.96,79.71,80.02,14134666.0
2014-12-30,79.85,80.59,79.1,79.22,14370763.0
2014-12-31,79.54,79.8,77.86,78.02,20040439.0
2015-01-02,78.58,78.93,77.7,78.45,18177475.0
2015-01-05,77.98,79.2455,76.86,77.19,26452191.0
2015-01-06,77.23,77.59,75.365,76.15,27399288.0
2015-01-07,76.76,77.36,75.82,76.15,22045333.0
2015-01-08,76.74,78.23,76.08,78.175,23960953.0
2015-01-09,78.2,78.62,77.2,77.74,21004109.0
2015-01-12,77.84,78.0,76.21,76.72,19190194.0
2015-01-13,77.23,78.08,75.85,76.45,25179561.0
2015-01-14,76.42,77.2,76.0291,76.28,25918564.0
2015-01-15,76.4,76.57,73.54,74.05,34133974.0
2015-01-16,74.04,75.32,73.84,75.18,21791529.0
2015-01-20,75.72,76.31,74.82,76.24,22821614.0
2015-01-21,76.16,77.3,75.85,76.74,25096737.0
2015-01-22,77.17,77.75,76.68,77.65,19519458.0
2015-01-23,77.65,78.19,77.04,77.83,16746503.0
2015-01-26,77.98,78.47,77.29,77.495,19260820.0
2015-01-27,76.71,76.88,75.63,75.78,20109977.0
2015-01-28,76.9,77.638,76.0,76.24,53306422.0
2015-01-29,76.85,78.02,74.21,78.0,61293468.0
2015-01-30,78.0,78.16,75.75,75.91,42649491.0
2015-02-02,76.11,76.14,73.75,74.99,41955258.0
2015-02-03,75.19,75.58,73.86,75.4,26957714.0
2015-02-04,75.09,76.35,75.01,75.63,20277368.0
2015-02-05,75.71,75.98,75.21,75.615,15062573.0
2015-02-06,75.68,75.7,74.25,74.47,21210994.0
2015-02-09,74.05,74.83,73.45,74.44,16194322.0
2015-02-10,74.85,75.34,74.5,75.19,15811344.0
2015-02-11,75.09,76.75,75.03,76.51,20877427.0
2015-02-12,76.86,76.87,75.89,76.23,17234976.0
2015-02-13,76.46,76.48,75.5,75.74,18621860.0
2015-02-17,75.3,76.91,75.08,75.6,25254400.0
2015-02-18,75.94,76.9,75.45,76.71,22426421.0
2015-02-19,76.986,79.84,76.95,79.42,45851177.0
2015-02-20,79.55,80.34,79.2,79.895,36931698.0
2015-02-23,79.96,80.19,78.38,78.84,24139056.0
2015-02-24,78.5,79.48,78.1,78.45,18897133.0
2015-02-25,78.5,80.2,78.5,79.56,25593800.0
2015-02-26,79.88,81.37,79.72,80.41,31111891.0
2015-02-27,80.68,81.23,78.62,78.97,30739197.0
2015-03-02,79.0,79.855,78.52,79.75,21662537.0
2015-03-03,79.61,79.7,78.52,79.6,18634973.0
2015-03-04,79.3,81.15,78.85,80.895,28126686.0
2015-03-05,81.23,81.99,81.05,81.21,27825733.0
2015-03-06,80.9,81.33,79.83,80.005,24488581.0
2015-03-09,79.68,79.91,78.63,79.44,18925097.0
2015-03-10,78.5,79.26,77.55,77.55,23067057.0
2015-03-11,77.8,78.43,77.26,77.57,20215704.0
2015-03-12,78.1,79.05,77.91,78.93,16093319.0
2015-03-13,78.6,79.38,77.68,78.05,18557296.0
2015-03-16,77.96,78.12,77.36,78.07,19305406.0
2015-03-17,78.36,79.78,78.34,79.365,22169969.0
2015-03-18,79.25,81.24,79.17,80.91,36912446.0
2015-03-19,81.12,83.0,81.0,82.75,42099523.0
2015-03-20,83.39,84.6,83.07,83.8,44466323.0
2015-03-23,83.92,84.96,83.3,84.43,27357333.0
2015-03-24,84.71,86.0699,84.52,85.31,32576522.0
2015-03-25,85.5,85.52,82.92,82.92,37436147.0
2015-03-26,82.72,83.77,82.14,83.01,32794800.0
2015-03-27,83.38,83.95,82.88,83.3,18372582.0
2015-03-30,83.81,84.34,82.41,83.195,24527686.0
2015-03-31,82.9,83.5,82.21,82.215,19734277.0
2015-04-01,82.5,82.72,80.87,81.665,22058167.0
2015-04-02,82.25,82.56,81.44,81.555,19664053.0
2015-04-06,80.8,82.81,80.8,82.44,19062934.0
2015-04-07,82.65,83.42,82.22,82.32,17467042.0
2015-04-08,82.63,83.1,81.84,82.275,18966732.0
2015-04-09,82.5,82.8,81.71,82.17,15927281.0
2015-04-10,82.21,82.61,81.91,82.04,12529738.0
2015-04-13,81.93,83.94,81.92,83.01,26883094.0
2015-04-14,83.17,83.69,82.44,83.515,19634173.0
2015-04-15,83.55,83.66,82.27,82.705,22390943.0
2015-04-16,82.47,83.07,82.15,82.31,13769687.0
2015-04-17,81.48,82.11,80.37,80.775,24214983.0
2015-04-20,81.54,83.15,81.24,83.09,28796761.0
2015-04-21,84.0,84.49,83.54,83.62,27171852.0
2015-04-22,84.32,84.74,83.65,84.63,45547963.0
2015-04-23,84.1,85.59,82.41,82.41,73728080.0
2015-04-24,82.77,82.94,81.48,81.53,29660356.0
2015-04-27,81.87,82.93,81.63,81.91,25446032.0
2015-04-28,81.83,81.9,80.23,80.68,23775344.0
2015-04-29,80.01,81.39,79.52,80.465,26430258.0
2015-04-30,80.01,80.96,78.32,78.77,28999005.0
2015-05-01,79.24,79.76,78.11,78.99,24136358.0
2015-05-04,79.33,79.69,78.6301,78.81,14691991.0
2015-05-05,78.55,78.8,77.22,77.56,22311318.0
2015-05-06,77.97,78.81,77.05,78.1,28663026.0
2015-05-07,78.0,78.94,77.56,78.425,19749428.0
2015-05-08,79.1,79.23,78.03,78.51,19943595.0
2015-05-11,78.48,79.03,77.93,78.01,18874054.0
2015-05-12,77.87,77.89,76.79,77.46,21285310.0
2015-05-13,77.72,78.53,77.65,78.44,21512309.0
2015-05-14,78.94,81.845,78.67,81.37,49437996.0
2015-05-15,81.41,81.52,80.18,80.42,27069884.0
2015-05-18,80.33,81.38,80.23,80.88,21613674.0
2015-05-19,81.25,81.69,80.55,80.63,17955389.0
2015-05-20,80.47,81.1,79.46,80.55,23056899.0
2015-05-21,80.19,80.92,80.08,80.48,13402749.0
2015-05-22,80.35,81.31,80.25,80.54,19567937.0
2015-05-26,80.43,80.6,79.08,79.335,16321339.0
2015-05-27,79.6,80.66,79.43,80.55,14160865.0
2015-05-28,80.25,81.0745,80.0,80.145,11982008.0
2015-05-29,79.95,80.07,78.88,79.19,16134580.0
2015-06-01,79.3,80.38,78.66,80.29,18119012.0
2015-06-02,79.76,81.35,79.56,80.445,18923300.0
2015-06-03,81.35,82.53,81.25,82.44,31774993.0
2015-06-04,82.14,82.95,81.51,82.05,20863877.0
2015-06-05,81.87,82.46,81.51,82.14,16143093.0
2015-06-08,81.82,82.0,80.13,80.67,16915471.0
2015-06-09,80.6,81.19,79.32,80.67,16497538.0
2015-06-10,80.83,82.6,80.81,82.16,21531208.0
2015-06-11,82.31,82.9,81.36,81.83,18656811.0
2015-06-12,81.37,82.09,81.2,81.53,11417882.0
2015-06-15,80.55,80.93,80.07,80.71,18805087.0
2015-06-16,80.82,81.51,80.45,81.06,13693666.0
2015-06-17,81.76,82.22,81.34,81.79,18350287.0
2015-06-18,81.64,83.19,81.57,82.905,26782573.0
2015-06-19,82.83,82.98,82.12,82.51,23353194.0
2015-06-22,83.41,84.97,83.31,84.74,29383079.0
2015-06-23,84.96,87.97,84.76,87.88,50667853.0
2015-06-24,87.66,89.25,87.45,88.86,41370227.0
2015-06-25,89.26,89.4,87.835,87.98,27301967.0
2015-06-26,88.12,88.34,86.8283,88.01,38214647.0
2015-06-29,86.61,87.5,85.73,85.8,35957872.0
2015-06-30,86.6,86.7,85.57,85.765,23233183.0
2015-07-01,86.77,87.95,86.49,86.91,25260045.0
2015-07-02,87.4,87.44,86.3401,87.285,16908781.0
2015-07-06,86.49,88.1846,86.39,87.55,24635915.0
2015-07-07,87.8,87.85,85.23100000000001,87.22,33059921.0
2015-07-08,86.29,86.75,85.445,85.65,24399340.0
2015-07-09,86.73,87.6,85.6499,85.88,23307402.0
2015-07-10,87.35,88.22,86.77,87.95,23245873.0
2015-07-13,88.66,90.22,88.42,90.1,29976670.0
2015-07-14,90.46,90.8,89.65,89.68,26627849.0
2015-07-15,90.0,90.99,89.42,89.76,30886601.0
2015-07-16,90.28,90.86,89.77,90.85,21804086.0
2015-07-17,92.55,95.39,92.54,94.97,54001635.0
2015-07-20,95.85,98.6,95.36,97.91,54860541.0
2015-07-21,98.95,99.24,97.1427,98.39,39453332.0
2015-07-22,96.74,97.58,95.92,97.04,28299518.0
2015-07-23,96.96,97.45,94.81,95.44,29418833.0
2015-07-24,97.35,97.76,95.88,96.95,33444930.0
2015-07-27,96.58,96.61,93.8301,94.17,38585381.0
2015-07-28,94.84,95.56,93.31,95.29,35235993.0
2015-07-29,96.32,97.28,94.74,96.99,64648320.0
2015-07-30,94.91,95.81,91.8,95.21,86211323.0
2015-07-31,94.95,96.33,93.95,94.01,46509045.0
2015-08-03,93.53,95.08,92.8,94.14,29343117.0
2015-08-04,93.79,94.73,93.33,94.06,20136036.0
2015-08-05,95.25,97.09,95.18,96.44,29629221.0
2015-08-06,97.18,98.74,94.42,95.12,42271318.0
2015-08-07,95.38,95.4,93.61,94.3,23199145.0
2015-08-10,95.68,95.9,93.63,94.15,21624153.0
2015-08-11,93.73,94.76,92.9006,93.62,22491031.0
2015-08-12,92.7,94.44,91.19,94.19,27120375.0
2015-08-13,94.05,94.73,93.35,93.43,17451768.0
2015-08-14,93.54,94.72,93.21,94.42,15929656.0
2015-08-17,94.42,94.46,93.39,93.93,18313531.0
2015-08-18,94.08,95.85,94.04,95.17,22278848.0
2015-08-19,94.63,96.1,94.161,95.31,23251271.0
2015-08-20,93.54,94.77,90.46,90.56,44598224.0
2015-08-21,87.52,89.18,85.61,86.06,62778680.0
2015-08-24,77.03,87.14,72.0,82.09,83710727.0
2015-08-25,86.95,87.67,83.0,83.0,52021230.0
2015-08-26,85.95,87.46,83.26,87.19,45124302.0
2015-08-27,89.19,90.06,87.19,89.73,42431375.0
2015-08-28,89.94,91.48,89.792,91.01,33215885.0
2015-08-31,90.59,91.05,88.89,89.43,32850666.0
2015-09-01,86.99,89.39,86.5,87.23,36097370.0
2015-09-02,88.82,89.89,87.63,89.89,27190527.0
2015-09-03,89.76,89.82,87.73,88.15,27048198.0
2015-09-04,87.2,88.39,86.7,88.26,27328667.0
2015-09-08,89.69,90.24,88.83,89.53,27012543.0
2015-09-09,90.78,91.98,90.17,90.44,32551123.0
2015-09-10,90.07,92.06,89.63,91.98,26437398.0
2015-09-11,91.68,92.08,91.13,92.05,21185049.0
2015-09-14,92.31,92.62,91.6,92.31,20127871.0
2015-09-15,92.37,93.25,91.79,92.9,18859351.0
2015-09-16,92.9,93.6,92.63,93.45,16321193.0
2015-09-17,93.37,95.51,92.9,94.34,27841803.0
2015-09-18,93.2,95.19,93.05,94.4,62299984.0
2015-09-21,94.62,96.49,94.52,95.55,28789973.0
2015-09-22,93.77,94.68,91.92,92.96,36888893.0
2015-09-23,93.4,94.32,92.8,93.97,21701427.0
2015-09-24,93.06,94.765,92.24,94.41,29105964.0
2015-09-25,95.79,95.85,92.06,92.77,28961622.0
2015-09-28,92.08,92.29,88.18,89.21,40914897.0
2015-09-29,89.1,90.06,85.72,86.67,42281838.0
2015-09-30,88.44,90.02,88.01,89.73,35159225.0
2015-10-01,90.05,90.95,88.36,90.95,29283652.0
2015-10-02,88.9,92.2,88.37,92.07,37881652.0
2015-10-05,92.94,94.27,92.66,94.01,27292517.0
2015-10-06,94.08,94.17,92.34,92.8,22488275.0
2015-10-07,93.11,93.66,91.37,92.4,24129277.0
2015-10-08,91.89,93.22,90.47,92.47,27290523.0
2015-10-09,92.9,93.74,92.23899999999999,93.24,20012911.0
2015-10-12,93.32,94.6,92.67,94.26,18449562.0
2015-10-13,93.66,95.37,93.55,94.12,19480347.0
2015-10-14,94.08,95.2,93.61,94.07,19253351.0
2015-10-15,94.99,96.3,94.9,95.96,27557516.0
2015-10-16,96.18,97.59,95.35,97.54,25412856.0
2015-10-19,97.18,98.57,96.92,98.47,23729924.0
2015-10-20,98.73,99.59,96.56,97.0,30881777.0
2015-10-21,97.37,98.18,96.47,97.11,22003730.0
2015-10-22,97.79,99.73,97.55,99.67,26392075.0
2015-10-23,101.91,102.85,100.16,102.19,42809661.0
2015-10-26,102.2,103.81,101.55,103.77,25961212.0
2015-10-27,102.94,104.1,102.4,103.7,23795472.0
2015-10-28,103.9,104.48,102.92,104.2,24081515.0
2015-10-29,103.96,105.12,103.52,104.88,20316691.0
2015-10-30,104.51,104.72,101.65,101.97,33487104.0
2015-11-02,102.46,103.47,101.18,103.31,24003944.0
2015-11-03,103.22,103.65,102.4,102.58,21242341.0
2015-11-04,103.19,104.14,102.48,103.94,43469308.0
2015-11-05,108.8,110.65,107.95,108.76,63232861.0
2015-11-06,108.04,108.74,105.91,107.095,35084342.0
2015-11-09,107.0,108.25,105.86,106.49,26383540.0
2015-11-10,105.96,108.15,105.24,107.91,25031681.0
2015-11-11,108.27,109.87,107.11,109.01,25057099.0
2015-11-12,108.48,109.39,108.0,108.02,20924674.0
2015-11-13,107.71,108.25,103.83,103.95,30278403.0
2015-11-16,103.32,104.17,100.47,104.04,49309167.0
2015-11-17,104.62,106.2,104.14,105.13,26774146.0
2015-11-18,105.8,107.88,105.39,107.77,23836526.0
2015-11-19,107.36,107.73,105.95,106.26,25520599.0
2015-11-20,106.84,107.87,106.62,107.32,22129648.0
2015-11-23,107.19,107.46799999999999,106.08,106.95,19897220.0
2015-11-24,106.0,106.49,104.39,105.74,23577293.0
2015-11-25,106.33,106.6,105.1,105.41,15150785.0
2015-11-27,105.78,105.96,104.86,105.45,5913066.0
2015-11-30,105.84,106.0999,103.75,104.24,20383179.0
2015-12-01,104.83,107.15,104.5,107.12,22781868.0
2015-12-02,107.0,107.92,105.79,106.07,24429063.0
2015-12-03,106.27,106.85,103.35,104.38,23236485.0
2015-12-04,104.81,107.73,104.11,106.18,21224721.0
2015-12-07,106.48,106.83,104.66,105.61,15474890.0
2015-12-08,104.0,106.91,103.95,106.49,20401791.0
2015-12-09,106.18,106.44,103.55,104.6,23517268.0
2015-12-10,105.05,106.4,104.41,105.42,17454312.0
2015-12-11,104.15,104.34,101.91,102.12,26427727.0
2015-12-14,102.285,104.74,101.46,104.66,24813496.0
2015-12-15,105.3,105.8,104.28,104.55,21764331.0
2015-12-16,105.37,107.09,104.19,106.79,22680547.0
2015-12-17,107.49,107.75,106.13,106.22,21675686.0
2015-12-18,106.08,106.59,103.97,104.04,35994199.0
2015-12-21,104.91,105.15,103.6,104.77,16138786.0
2015-12-22,105.22,105.6601,104.81,105.51,14597122.0
2015-12-23,105.89,106.11,103.86,104.63,19599673.0
2015-12-24,104.74,105.32,104.5,105.02,6512134.0
2015-12-28,105.02,105.98,104.53,105.93,13069733.0
2015-12-29,106.42,107.74,106.25,107.26,17179901.0
2015-12-30,107.0,107.25,106.06,106.22,13115007.0
2015-12-31,106.0,106.17,104.62,104.66,18391064.0
2016-01-04,101.95,102.24,99.75,102.22,37912403.0
2016-01-05,102.89,103.7099,101.665,102.73,23258238.0
2016-01-06,101.13,103.77,100.9,102.97,25096183.0
2016-01-07,100.5,101.43,97.3,97.92,45172906.0
2016-01-08,99.88,100.5,97.0311,97.33,35402298.0
2016-01-11,97.91,98.6,95.39,97.51,29932385.0
2016-01-12,99.0,99.96,97.55,99.37,28395390.0
2016-01-13,100.58,100.58,95.21,95.44,33410553.0
2016-01-14,95.85,98.87,92.45,98.37,48658623.0
2016-01-15,93.98,96.38,93.54,94.97,46132781.0
2016-01-19,96.53,97.42,93.92,95.26,30998256.0
2016-01-20,92.83,95.0,89.37,94.35,59051429.0
2016-01-21,94.91,95.99,92.62,94.16,30518939.0
2016-01-22,96.41,98.07,95.49,97.94,30495387.0
2016-01-25,98.72,99.48,96.93,97.01,32482015.0
2016-01-26,97.76,97.88,95.66,97.34,26877080.0
2016-01-27,97.79,97.85,94.23,94.45,58699359.0
2016-01-28,107.2,110.34,104.81,109.11,107475327.0
2016-01-29,108.99,112.84,108.84,112.21,62739548.0
2016-02-01,112.27,115.72,112.01,115.09,46132726.0
2016-02-02,114.8,117.59,113.2,114.61,59778571.0
2016-02-03,115.27,115.3407,109.75,112.69,56919324.0
2016-02-04,111.8,111.94,109.25,110.49,38890199.0
2016-02-05,109.51,109.58,103.18,104.07,76894741.0
2016-02-08,100.41,102.68,97.46,99.75,71229746.0
2016-02-09,97.14,102.4,96.82,99.54,62709018.0
2016-02-10,101.55,103.25,100.24,101.0,45179370.0
2016-02-11,99.6,105.11,98.88,101.91,43670634.0
2016-02-12,103.74,104.24,101.09,102.01,36176760.0
2016-02-16,103.8,103.93,100.24,101.61,45687224.0
2016-02-17,101.94,105.72,100.4,105.2,44073369.0
2016-02-18,105.8,106.0,103.03,103.47,29593508.0
2016-02-19,102.55,105.02,102.06,104.57,32404516.0
2016-02-22,105.49,108.25,105.34,107.16,35709714.0
2016-02-23,106.85,107.47,105.12,105.46,25319315.0
